"ID_aux";"CODIGO_UNIV";"CODIGO";"VIA";"PREFERENCIA";"PTJE_POND";"TIPO_MATRICULA"
"id_9023590572393";"50";50928;1;2;490,9;1
"id_9023590572301";"55";55021;1;5;640,95;1
"id_9023590572368";"53";53207;1;2;470,4;1
"id_9020590572080";"27";27070;1;1;874,85;1
"id_9020590572071";"16";16105;1;2;726,6;1
"id_9020590572018";"56";56627;1;2;772,1;1
"id_9020590572017";"13";13072;1;1;818,5;1
"id_9020590572047";"11";11070;1;1;774,95;1
"id_9020590572028";"39";39117;1;3;734,15;1
"id_9020590572023";"56";56125;1;1;693,7;1
"id_9020590572066";"38";38004;1;3;810,8;1
"id_9026590572697";"34";34055;1;1;723,8;1
"id_9026590572656";"42";42001;1;2;840,3;1
"id_9026590572611";"11";11005;1;2;736,4;1
"id_9026590572616";"50";50833;1;5;576,85;1
"id_9026590572607";"44";44026;1;1;682,7;1
"id_9026590572601";"50";50225;1;1;891,3;1
"id_9026590572664";"25";25006;1;1;680,75;1
"id_9038590573888";"38";38080;1;6;719,7;1
"id_9038590573880";"35";35080;1;1;684,6;1
"id_9038590573845";"35";35041;1;2;597,1;1
"id_9038590573834";"56";56118;1;1;638;1
"id_9038590573808";"55";55048;1;1;691,95;1
"id_9039590573999";"11";11042;1;1;876,75;1
"id_9039590573979";"29";29028;1;1;566,4;1
"id_9039590573915";"56";56215;1;5;743;1
"id_9039590573910";"14";14030;1;3;785,6;1
"id_9039590573948";"19";19060;1;3;636,5;1
"id_9039590573938";"41";41056;1;2;951,9;1
"id_9039590573905";"39";39406;1;11;567,2;1
"id_9039590573903";"21";21053;1;2;650,3;1
"id_9035590573519";"41";41099;1;1;685,1;1
"id_9035590573511";"12";12018;1;1;788,85;1
"id_9035590573530";"39";39107;1;3;592,2;1
"id_9035590573505";"44";44037;1;1;696,5;1
"id_9035590573567";"43";43012;1;2;799,65;1
"id_9035590573560";"12";12019;1;1;779,95;1
"id_9037590573787";"51";51140;1;1;702,5;1
"id_9037590573781";"41";41080;1;1;723,5;1
"id_9037590573791";"14";14063;1;1;907,5;1
"id_9037590573759";"22";22077;1;1;707,95;1
"id_9037590573776";"56";56124;1;9;590,5;1
"id_9037590573718";"20";20086;1;1;616,7;1
"id_9037590573710";"17";17056;1;0;0;2
"id_9037590573738";"44";44009;1;5;643,1;1
"id_9037590573704";"45";45041;1;2;549,2;1
"id_9037590573768";"38";38003;1;3;780,85;1
"id_9037590573760";"56";56210;1;1;676,1;1
"id_9031590573181";"34";34011;1;1;670,6;1
"id_9031590573158";"41";41204;1;1;588,7;1
"id_9031590573150";"54";54204;1;1;651,9;1
"id_9031590573118";"56";56223;1;3;706,7;1
"id_9031590573112";"50";50801;1;4;704,4;1
"id_9031590573141";"16";16092;3;1;1084,514;6
"id_9031590573137";"50";50930;1;1;581,1;1
"id_9031590573132";"32";32136;1;1;631,55;1
"id_9034590573495";"38";38013;1;1;636,4;1
"id_9034590573453";"49";49204;1;5;893,25;1
"id_9034590573423";"34";34041;3;1;933,858;6
"id_9034590573437";"53";53310;1;3;911,7;1
"id_9034590573402";"16";16034;3;1;869,146;6
"id_9034590573464";"12";12007;1;1;817,86;1
"id_9032590573298";"55";55061;1;1;704,5;1
"id_9032590573295";"38";38285;1;1;662,1;1
"id_9032590573272";"34";34039;1;3;631,2;1
"id_9032590573273";"44";44006;1;5;750,7;1
"id_9032590573214";"41";41015;1;1;683,4;1
"id_9032590573212";"49";49334;1;1;883,05;1
"id_9032590573201";"38";38015;1;1;666,35;1
"id_9032590573265";"16";16104;1;3;783,65;1
"id_9032590573266";"12";12018;1;1;753,65;1
"id_9033590573388";"41";41102;1;3;573,6;1
"id_9033590573371";"36";36056;1;1;632,75;1
"id_9033590573312";"44";44019;1;2;961,2;1
"id_9033590573366";"38";38032;1;2;706,7;1
"id_9030590573084";"49";49010;1;6;626,3;1
"id_9030590573098";"11";11060;1;1;823,75;1
"id_9030590573092";"16";16052;1;3;731,1;1
"id_9030590573020";"12";12071;1;1;780,7;1
"id_9030590573003";"13";13055;1;1;823,4;1
"id_9030590573069";"45";45001;1;7;494,25;1
"id_9030590573067";"26";26092;1;2;716,05;1
"id_9036590573651";"17";17833;1;1;656,1;1
"id_9036590573673";"16";16050;1;1;874,8;1
"id_9036590573619";"17";17833;1;1;664,9;1
"id_9036590573627";"50";50119;1;12;847,6;1
"id_9036590573621";"16";16100;1;2;795,4;1
"id_9036590573605";"34";34051;1;1;869,25;1
"id_9036590573607";"16";16009;4;1;727,25;11
"id_9036590573662";"11";11065;1;1;650,45;1
"id_9008590570884";"41";41046;1;2;784,25;1
"id_9008590570852";"29";29029;1;1;722,5;1
"id_9008590570823";"41";41099;1;1;697,45;1
"id_9008590570864";"55";55063;1;1;625,9;1
"id_9009590570935";"36";36010;1;4;590,45;1
"id_9009590570964";"47";47304;1;4;663,85;1
"id_9005590570595";"15";15384;1;9;767,55;1
"id_9005590570592";"21";21012;1;2;505,55;1
"id_9005590570559";"50";50219;1;1;650,55;1
"id_9005590570517";"29";29082;1;1;723,6;1
"id_9005590570510";"49";49004;1;7;912,55;1
"id_9005590570523";"56";56118;1;2;637,4;1
"id_9005590570509";"50";50130;1;5;549,25;1
"id_9005590570567";"58";58017;1;1;528,2;1
"id_9005590570564";"18";18091;1;1;711,4;1
"id_9007590570782";"19";19037;1;1;795,8;1
"id_9007590570754";"21";21041;1;1;607,45;1
"id_9007590570756";"41";41022;1;2;759,1;1
"id_9007590570774";"14";14038;1;1;784,2;1
"id_9007590570745";"16";16103;1;2;731,6;1
"id_9007590570741";"39";39141;1;4;697,45;1
"id_9007590570727";"12";12018;1;1;720,35;1
"id_9007590570722";"35";35078;1;1;730,15;1
"id_9007590570735";"50";50201;1;4;599,5;1
"id_9007590570733";"49";49222;1;2;579,8;1
"id_9007590570703";"11";11045;1;2;840,6;1
"id_9001590570189";"44";44009;1;3;637,4;1
"id_9001590570184";"41";41031;1;1;706,3;1
"id_9001590570180";"41";41059;1;11;789,6;1
"id_9001590570198";"41";41015;1;4;538,3;1
"id_9001590570192";"38";38285;1;2;629,5;1
"id_9001590570150";"38";38080;1;3;741,25;1
"id_9001590570111";"38";38327;1;1;619,7;1
"id_9001590570132";"16";16102;1;1;754,45;1
"id_9001590570168";"42";42121;1;2;709,05;1
"id_9001590570165";"38";38175;1;1;806,55;1
"id_9004590570454";"12";12039;1;5;917,05;1
"id_9004590570456";"16";16109;1;1;670,2;1
"id_9004590570477";"39";39122;1;2;763,9;1
"id_9004590570410";"11";11026;1;1;771,45;1
"id_9004590570445";"39";39107;1;1;643,5;1
"id_9004590570423";"38";38172;1;13;823,95;1
"id_9004590570438";"56";56103;1;1;693,7;1
"id_9004590570430";"24";24090;1;1;609,5;1
"id_9004590570460";"34";34078;1;2;679,1;1
"id_9002590570282";"56";56516;1;1;682,7;1
"id_9002590570286";"11";11022;1;1;796,95;1
"id_9002590570294";"49";49208;1;1;590,55;1
"id_9002590570292";"11";11021;1;2;801,15;1
"id_9002590570293";"12";12088;1;1;740,4;1
"id_9002590570273";"35";35040;1;1;713,9;1
"id_9002590570219";"34";34051;1;1;773,9;1
"id_9002590570220";"13";13013;1;1;948,7;1
"id_9002590570226";"27";27009;1;1;617,3;1
"id_9002590570269";"13";13019;1;1;777,95;1
"id_9003590570399";"51";51274;1;3;726,8;1
"id_9003590570395";"41";41169;1;5;689;1
"id_9003590570397";"54";54301;1;1;590,3;1
"id_9003590570337";"12";12101;1;1;677,25;1
"id_9003590570334";"48";48004;1;1;555,75;1
"id_9000590570087";"51";51170;1;2;749,4;1
"id_9000590570084";"11";11078;1;8;833,95;1
"id_9000590570059";"44";44021;1;17;783,9;1
"id_9000590570053";"14";14002;1;3;772,5;1
"id_9000590570009";"32";32011;1;1;716,3;1
"id_9006590570697";"16";16066;1;1;712,7;1
"id_9006590570652";"41";41199;1;1;759,5;1
"id_9006590570674";"11";11083;1;1;930,5;1
"id_9006590570672";"26";26000;1;1;542,1;1
"id_9006590570616";"41";41015;1;1;574,3;1
"id_9006590570628";"51";51241;1;2;566,2;1
"id_9006590570629";"55";55058;1;1;632,9;1
"id_9006590570634";"12";12025;1;1;724,7;1
"id_9068590576888";"25";25002;1;1;755,4;1
"id_9068590576892";"45";45037;1;0;0;2
"id_9068590576821";"50";50921;1;3;804,7;1
"id_9068590576832";"51";51130;1;1;715,3;1
"id_9068590576867";"13";13088;1;1;773,65;1
"id_9069590576982";"38";38166;1;1;793,5;1
"id_9069590576994";"55";55036;1;1;646,8;1
"id_9069590576912";"39";39135;1;7;889,7;1
"id_9069590576941";"16";16035;1;2;761,9;1
"id_9069590576940";"56";56610;1;2;636,6;1
"id_9069590576925";"45";45028;1;1;681,3;1
"id_9069590576934";"41";41134;1;1;877,9;1
"id_9065590576581";"35";35068;1;2;763,25;1
"id_9065590576584";"39";39107;1;3;658,7;1
"id_9065590576586";"13";13086;1;1;954,6;1
"id_9065590576552";"43";43034;1;2;711,5;1
"id_9065590576511";"16";16055;1;7;697,1;1
"id_9065590576548";"41";41032;1;5;615,8;1
"id_9065590576549";"44";44004;1;1;525,3;1
"id_9065590576542";"47";47004;1;1;477,8;9
"id_9065590576532";"41";41080;1;3;560,9;1
"id_9065590576562";"38";38326;1;2;611,4;9
"id_9067590576782";"55";55022;1;4;633,35;1
"id_9067590576786";"24";24069;1;1;598,65;1
"id_9067590576793";"44";44011;1;0;0;8
"id_9067590576723";"13";13075;1;12;794,9;1
"id_9067590576739";"50";50929;1;1;737,25;1
"id_9067590576735";"41";41056;1;5;914,45;1
"id_9067590576732";"41";41165;1;1;590,5;1
"id_9067590576709";"43";43014;1;1;942,3;1
"id_9067590576767";"30";30064;1;1;799,7;1
"id_9067590576761";"38";38174;1;4;861,6;1
"id_9061590576187";"11";11045;1;1;848,25;1
"id_9061590576190";"41";41215;1;1;715,7;1
"id_9061590576152";"43";43013;1;2;827,6;1
"id_9061590576127";"16";16099;1;7;717,6;1
"id_9061590576137";"50";50928;1;1;609,8;1
"id_9064590576493";"47";47201;1;1;838,35;1
"id_9064590576470";"50";50810;1;1;591,2;1
"id_9064590576413";"16";16104;1;1;735,55;1
"id_9064590576416";"51";51156;1;6;897,45;1
"id_9064590576421";"39";39129;1;5;684,6;1
"id_9064590576437";"16";16015;1;2;697,85;1
"id_9064590576461";"39";39423;1;1;888,9;1
"id_9062590576286";"42";42001;1;2;780,8;1
"id_9062590576290";"25";25070;1;2;705;1
"id_9062590576212";"36";36080;3;2;1002,194;6
"id_9062590576233";"34";34041;1;1;797,3;1
"id_9063590576316";"32";32003;1;1;666;1
"id_9063590576342";"38";38004;1;2;850,7;1
"id_9063590576324";"13";13086;1;1;968,8;1
"id_9063590576323";"42";42011;1;2;749,8;1
"id_9060590576088";"12";12005;1;2;740,9;1
"id_9060590576094";"44";44004;1;1;671,5;1
"id_9060590576059";"45";45021;1;1;624;1
"id_9060590576017";"18";18054;1;1;806,2;1
"id_9060590576045";"40";40030;1;2;604,4;1
"id_9060590576009";"56";56103;1;1;687,4;1
"id_9066590576683";"40";40023;1;1;681,6;1
"id_9066590576692";"56";56418;1;1;649,8;1
"id_9066590576676";"21";21033;1;1;670,55;1
"id_9066590576649";"29";29049;1;2;658,8;1
"id_9066590576638";"27";27021;1;1;607,7;1
"id_9066590576639";"30";30068;1;1;810;1
"id_9066590576634";"46";46401;1;2;524,95;1
"id_9066590576632";"49";49023;1;2;532,1;1
"id_9088590778891";"56";56610;1;2;665,9;1
"id_9088590778894";"41";41027;1;1;574,3;1
"id_9088590778859";"56";56125;1;1;721;1
"id_9088590778854";"49";49011;1;1;728,4;1
"id_9088590778843";"55";55107;1;5;563,5;1
"id_9088590778840";"55";55019;1;3;668,45;1
"id_9088590778867";"17";17822;1;1;702,9;1
"id_9089590778985";"55";55037;1;3;611,5;1
"id_9089590778948";"56";56128;1;1;711,1;1
"id_9089590778939";"23";23061;1;1;646,9;1
"id_9085590778599";"14";14063;1;1;823,4;1
"id_9085590778557";"35";35019;1;1;654,35;1
"id_9085590778544";"11";11024;1;1;587,7;1
"id_9085590778528";"56";56221;1;1;590,4;1
"id_9085590778527";"44";44032;1;1;603,1;1
"id_9085590778520";"17";17031;1;2;913,6;1
"id_9085590778536";"11";11095;1;16;795,8;1
"id_9087590778780";"14";14063;1;1;836,9;1
"id_9087590778778";"25";25001;1;1;743,25;1
"id_9087590778774";"14";14007;1;1;766,2;1
"id_9087590778748";"25";25041;1;1;732,2;1
"id_9087590778744";"35";35076;1;1;671;1
"id_9087590778721";"32";32162;1;1;685,6;1
"id_9087590778739";"50";50130;1;3;718,7;1
"id_9087590778732";"47";47201;1;1;766,1;1
"id_9087590778707";"34";34026;1;1;761,55;1
"id_9087590778700";"12";12005;1;1;763,75;1
"id_9087590778769";"23";23078;1;1;649,8;1
"id_9081590778158";"29";29067;1;2;809,9;1
"id_9081590778172";"17";17837;1;1;712,45;1
"id_9081590778168";"12";12033;1;10;858,9;1
"id_9081590778165";"25";25043;1;1;703,7;1
"id_9084590778417";"50";50928;1;6;640,8;1
"id_9084590778441";"41";41153;1;1;674,15;1
"id_9084590778420";"11";11030;1;2;830,9;1
"id_9084590778405";"12";12046;1;1;838,9;1
"id_9084590778406";"18";18063;1;10;853,7;1
"id_9082590778295";"12";12006;1;1;863,25;1
"id_9082590778255";"41";41167;1;3;827;1
"id_9082590778251";"36";36077;1;1;732,3;1
"id_9082590778211";"39";39112;1;2;673,05;1
"id_9082590778241";"36";36056;1;1;631,9;1
"id_9082590778246";"51";51140;1;2;639,2;1
"id_9082590778221";"49";49218;1;1;583,8;1
"id_9082590778226";"56";56324;1;2;556,5;1
"id_9082590778231";"53";53304;1;4;541,85;1
"id_9082590778268";"24";24047;1;1;916,7;1
"id_9083590778380";"40";40070;1;3;927,85;1
"id_9083590778390";"49";49106;1;0;0;2
"id_9083590778314";"13";13107;1;1;725,95;1
"id_9083590778312";"41";41097;1;2;812,3;1
"id_9083590778349";"19";19047;1;1;780,7;1
"id_9083590778337";"38";38083;1;3;740,1;1
"id_9083590778309";"30";30055;1;1;654,9;1
"id_9083590778361";"55";55042;1;2;665,7;1
"id_9080590778085";"34";34101;1;1;707;1
"id_9080590778093";"44";44009;1;3;681,7;1
"id_9080590778019";"18";18095;1;3;642,1;1
"id_9080590778014";"16";16096;1;1;683,6;1
"id_9080590778045";"22";22057;1;3;825,8;1
"id_9080590778046";"38";38163;1;2;718,05;1
"id_9080590778033";"15";15100;1;2;772,25;1
"id_9080590778007";"55";55072;1;1;659,6;1
"id_9080590778061";"50";50928;1;4;644,1;1
"id_9086590778673";"55";55083;1;1;604;1
"id_9086590778649";"19";19045;1;1;764,5;1
"id_9086590778637";"24";24069;1;1;581,8;1
"id_9086590778601";"41";41068;1;2;642,4;1
"id_9086590778602";"16";16111;1;2;590,55;1
"id_9098590779880";"24";24041;1;0;0;8
"id_9098590779886";"17";17000;1;4;621,35;1
"id_9098590779895";"51";51186;1;1;627,1;1
"id_9098590779855";"32";32029;1;1;630,2;1
"id_9098590779879";"25";25063;1;1;661,2;1
"id_9098590779871";"14";14001;1;1;592,6;1
"id_9098590779872";"46";46104;1;7;521;1
"id_9098590779811";"25";25028;1;1;695,3;1
"id_9098590779841";"41";41015;1;1;648,7;1
"id_9098590779823";"19";19043;1;1;755,7;1
"id_9098590779834";"43";43001;1;12;901,85;1
"id_9098590779803";"56";56508;1;3;648,1;1
"id_9099590779988";"11";11045;1;7;864;1
"id_9099590779915";"11";11022;1;1;840,4;1
"id_9099590779916";"14";14083;1;1;732;1
"id_9099590779946";"38";38004;1;2;796,6;1
"id_9099590779924";"18";18054;1;1;777,2;1
"id_9099590779962";"44";44007;1;1;639,2;1
"id_9095590779556";"16";16001;3;16;997,51;6
"id_9095590779519";"49";49224;1;10;555,7;1
"id_9095590779527";"33";33418;1;0;0;10
"id_9095590779524";"38";38174;1;4;754,7;1
"id_9095590779532";"36";36011;1;1;621;1
"id_9095590779506";"50";50119;1;3;861,45;1
"id_9095590779566";"11";11080;1;1;799,95;1
"id_9097590779718";"50";50122;1;2;618,5;1
"id_9097590779711";"37";37027;1;2;552,5;8
"id_9097590779738";"11";11083;1;2;942,45;1
"id_9097590779734";"41";41071;1;2;691,8;1
"id_9097590779736";"41";41059;1;4;616,6;1
"id_9097590779768";"55";55117;1;2;577,7;1
"id_9091590779190";"41";41071;1;3;521,5;1
"id_9091590779177";"14";14018;1;1;465;1
"id_9091590779141";"12";12010;1;6;894,8;1
"id_9091590779144";"19";19047;1;1;732,3;1
"id_9091590779143";"50";50208;1;1;634,3;1
"id_9091590779122";"16";16106;1;1;749,2;1
"id_9091590779133";"16";16005;4;5;729,4;11
"id_9091590779108";"21";21030;1;4;755,9;1
"id_9091590779168";"13";13108;1;1;714,7;1
"id_9094590779478";"49";49008;1;1;768,55;1
"id_9094590779411";"49";49014;1;1;704,3;1
"id_9094590779428";"51";51284;1;1;666,4;1
"id_9094590779429";"17";17000;1;1;562,35;1
"id_9094590779463";"42";42003;1;1;764,5;1
"id_9092590779298";"25";25006;1;1;762,95;1
"id_9092590779255";"51";51153;1;3;523,6;1
"id_9092590779250";"34";34041;1;1;761;1
"id_9092590779256";"51";51140;1;2;680,5;1
"id_9092590779278";"20";20012;1;1;858,8;1
"id_9092590779276";"55";55113;1;3;537,2;1
"id_9092590779218";"12";12028;1;1;777,2;1
"id_9092590779214";"53";53306;1;3;704;1
"id_9092590779212";"19";19024;1;1;676,4;1
"id_9092590779213";"16";16039;1;1;866,6;1
"id_9092590779216";"29";29067;1;1;873,8;1
"id_9092590779245";"15";15160;1;1;913,1;1
"id_9092590779246";"41";41012;1;3;716,3;1
"id_9092590779227";"36";36050;1;1;705,85;1
"id_9092590779221";"18";18046;1;1;886,35;1
"id_9093590779394";"32";32045;1;1;566,9;1
"id_9093590779390";"38";38032;1;2;704,7;1
"id_9093590779396";"49";49213;1;2;571;1
"id_9093590779350";"46";46501;1;0;0;2
"id_9093590779372";"11";11020;1;2;694,4;1
"id_9093590779344";"16";16034;1;2;762,7;1
"id_9093590779340";"14";14037;1;1;662,3;1
"id_9093590779324";"42";42022;1;3;711,75;1
"id_9090590779084";"17";17815;1;1;629,2;1
"id_9090590779000";"39";39129;1;6;664,8;1
"id_9096590779689";"13";13081;1;1;833,35;1
"id_9096590779680";"26";26007;1;0;0;10
"id_9096590779697";"51";51200;1;4;638,4;1
"id_9096590779655";"18";18068;4;1;564,65;11
"id_9096590779618";"22";22102;1;1;645,1;1
"id_9096590779611";"25";25037;1;1;682,3;1
"id_9096590779668";"56";56108;1;1;582,45;1
"id_9058590775832";"27";27070;1;16;868,3;1
"id_9058590775861";"46";46301;1;0;0;2
"id_9059590775992";"13";13032;1;1;570,9;1
"id_9059590775990";"51";51170;1;1;711,4;1
"id_9059590775996";"50";50221;1;1;575,3;1
"id_9059590775915";"38";38325;1;1;685,45;1
"id_9059590775928";"17";17082;1;2;762;1
"id_9059590775922";"41";41134;1;2;655,55;1
"id_9059590775908";"56";56125;1;1;588,6;1
"id_9059590775969";"38";38005;1;2;820,75;1
"id_9055590775583";"50";50510;1;12;702,7;1
"id_9055590775557";"12";12006;1;1;880,2;1
"id_9055590775578";"42";42011;1;4;749,2;1
"id_9055590775500";"49";49213;1;2;535,6;1
"id_9055590775568";"12";12028;1;1;835,4;1
"id_9057590775794";"16";16003;1;3;865,35;1
"id_9057590775759";"50";50510;1;2;818,6;1
"id_9057590775755";"12";12027;1;2;901,55;1
"id_9057590775750";"22";22101;1;2;696,2;1
"id_9057590775719";"50";50927;1;3;679;1
"id_9057590775741";"14";14012;1;1;716,4;1
"id_9057590775722";"40";40001;1;5;603,4;1
"id_9057590775739";"46";46305;1;5;640,1;1
"id_9057590775735";"40";40062;1;11;565,95;1
"id_9057590775730";"11";11016;1;1;857,15;1
"id_9051590775194";"41";41067;1;1;675,4;1
"id_9051590775170";"25";25046;1;1;709,5;1
"id_9051590775117";"16";16097;1;1;681,4;1
"id_9051590775111";"30";30037;1;4;749,8;1
"id_9051590775129";"39";39113;1;1;731,1;1
"id_9051590775169";"14";14012;1;1;785,3;1
"id_9051590775163";"44";44004;1;1;560,9;1
"id_9054590775452";"36";36021;1;2;790,9;1
"id_9054590775414";"12";12101;1;1;731,05;1
"id_9054590775441";"13";13088;1;7;846,1;1
"id_9054590775425";"27";27023;1;1;661,7;1
"id_9052590775298";"39";39119;1;1;654,7;1
"id_9052590775278";"50";50835;1;1;652;1
"id_9052590775248";"41";41058;1;2;913,8;1
"id_9052590775244";"40";40070;1;4;928,15;1
"id_9052590775229";"49";49314;1;1;705,3;1
"id_9052590775221";"42";42001;1;1;800,6;1
"id_9052590775261";"41";41201;1;1;548,1;1
"id_9053590775382";"16";16092;1;2;828,5;1
"id_9053590775395";"13";13103;1;1;727,95;1
"id_9053590775359";"16";16100;1;1;780,3;1
"id_9053590775377";"55";55126;1;4;548,05;1
"id_9053590775312";"55";55080;1;2;551,4;1
"id_9053590775341";"13";13069;1;1;738,1;1
"id_9053590775343";"50";50502;1;1;660,6;1
"id_9053590775346";"53";53310;1;1;902,65;1
"id_9053590775327";"44";44037;1;0;0;2
"id_9053590775307";"29";29012;1;2;704,5;1
"id_9053590775302";"16";16046;1;3;685,7;1
"id_9053590775361";"32";32146;1;0;0;10
"id_9050590775011";"43";43010;1;1;887,55;1
"id_9050590775049";"41";41121;1;1;700,7;1
"id_9056590775681";"54";54301;1;2;603,8;1
"id_9056590775683";"51";51110;1;5;677,85;1
"id_9056590775680";"35";35057;1;3;740,4;1
"id_9056590775619";"53";53403;1;3;694,3;1
"id_9056590775614";"41";41212;1;1;804,1;1
"id_9056590775641";"44";44028;1;1;811;1
"id_9056590775642";"44";44008;1;1;834,9;1
"id_9056590775620";"50";50112;1;0;0;9
"id_9056590775663";"23";23060;1;3;725,9;1
"id_9078590777859";"50";50919;1;0;0;2
"id_9078590777814";"34";34037;1;2;571,3;1
"id_9078590777848";"41";41210;1;1;764;1
"id_9078590777842";"38";38338;1;2;582;1
"id_9078590777825";"16";16066;1;1;769,2;1
"id_9078590777835";"55";55062;1;2;620,5;1
"id_9078590777863";"50";50127;1;1;677,7;1
"id_9079590777990";"19";19018;1;3;681,15;1
"id_9079590777978";"49";49211;1;3;664,9;1
"id_9079590777975";"14";14040;1;1;843,95;1
"id_9079590777910";"50";50119;1;0;0;2
"id_9079590777921";"34";34102;1;1;934,9;1
"id_9079590777963";"19";19060;1;1;648,2;1
"id_9075590777597";"11";11086;1;1;920,85;1
"id_9075590777591";"16";16056;1;1;591,6;9
"id_9075590777594";"38";38009;1;1;702,5;1
"id_9075590777592";"12";12028;1;2;795,05;1
"id_9075590777590";"56";56124;1;3;640,8;1
"id_9075590777513";"44";44022;1;1;829,2;1
"id_9075590777546";"47";47002;1;1;582,9;1
"id_9075590777529";"55";55082;1;2;535,8;1
"id_9075590777522";"12";12013;1;1;735,5;1
"id_9077590777795";"26";26084;1;1;745,7;1
"id_9077590777791";"36";36050;1;1;721,65;1
"id_9077590777773";"38";38174;1;2;815,35;1
"id_9077590777717";"39";39110;1;6;520,7;1
"id_9077590777713";"29";29057;4;2;626,25;11
"id_9077590777741";"42";42002;1;1;822,45;1
"id_9077590777709";"16";16100;1;2;852,6;1
"id_9071590777116";"34";34039;1;1;669,1;1
"id_9071590777149";"50";50810;1;4;621,7;1
"id_9071590777142";"11";11527;1;1;556,65;1
"id_9071590777135";"40";40040;1;1;682,4;1
"id_9074590777493";"16";16057;1;2;821,1;1
"id_9074590777459";"41";41127;1;3;679,4;1
"id_9074590777412";"44";44021;1;2;798,35;1
"id_9074590777427";"42";42123;1;1;878,85;1
"id_9074590777426";"56";56222;1;6;513,8;1
"id_9074590777401";"35";35076;1;1;681,6;1
"id_9074590777461";"13";13014;1;1;685,65;1
"id_9072590777280";"25";25052;1;1;623,95;1
"id_9072590777298";"13";13028;1;1;671,45;1
"id_9072590777299";"43";43017;1;2;692,15;1
"id_9072590777291";"41";41034;1;1;683,1;1
"id_9072590777219";"56";56119;1;2;545,9;1
"id_9072590777248";"55";55057;1;2;551,1;1
"id_9072590777223";"11";11078;1;8;861,2;1
"id_9072590777200";"47";47002;1;3;518,6;1
"id_9072590777262";"49";49102;1;2;601,1;1
"id_9073590777385";"24";24097;1;1;715;1
"id_9073590777384";"16";16001;1;5;787,25;1
"id_9073590777377";"41";41058;1;1;878,8;1
"id_9073590777301";"44";44025;1;1;908,4;1
"id_9070590777081";"55";55117;1;1;575,3;1
"id_9070590777090";"55";55041;1;1;658,7;1
"id_9070590777052";"41";41216;1;1;633;1
"id_9070590777053";"35";35074;1;1;835,2;1
"id_9070590777075";"11";11080;1;1;801,15;1
"id_9070590777076";"38";38003;1;4;709,8;1
"id_9070590777012";"50";50206;1;1;697,15;1
"id_9070590777022";"17";17076;1;1;677,8;1
"id_9070590777037";"50";50108;1;3;491,6;1
"id_9070590777060";"24";24094;1;1;559,75;1
"id_9076590777682";"19";19088;1;1;692,7;1
"id_9076590777686";"12";12014;1;1;925,7;1
"id_9076590777696";"16";16039;1;1;862,4;1
"id_9076590777613";"55";55020;1;1;601,35;1
"id_9076590777645";"41";41199;1;0;0;2
"id_9076590777625";"12";12100;1;3;850,45;1
"id_9076590777637";"41";41099;1;1;682,9;1
"id_9018590771873";"11";11078;1;2;846,35;1
"id_9018590771812";"41";41068;1;3;606;1
"id_9018590771821";"12";12032;1;1;908,4;1
"id_9018590771839";"34";34086;1;1;740,05;1
"id_9018590771832";"49";49101;1;3;733,9;1
"id_9018590771865";"38";38163;1;1;684;1
"id_9019590771954";"40";40030;1;3;568,8;1
"id_9019590771913";"32";32027;1;2;759,55;1
"id_9019590771940";"56";56210;1;1;607,3;1
"id_9019590771926";"41";41026;1;1;630,9;1
"id_9019590771931";"49";49101;1;5;662,85;1
"id_9015590771511";"55";55033;1;2;571,2;1
"id_9015590771530";"41";41217;1;1;600,2;1
"id_9015590771505";"26";26095;1;3;569,2;1
"id_9015590771507";"40";40042;1;2;571,4;1
"id_9017590771755";"14";14037;1;1;683,3;1
"id_9017590771754";"45";45024;1;5;694,4;1
"id_9017590771776";"50";50835;1;1;700,7;1
"id_9017590771710";"49";49307;1;2;606,55;1
"id_9017590771741";"14";14037;1;1;743,2;1
"id_9017590771722";"41";41078;1;1;681,8;1
"id_9017590771738";"25";25051;1;1;828,75;1
"id_9017590771731";"41";41168;1;1;659,6;1
"id_9017590771734";"41";41058;1;4;889;1
"id_9011590771188";"11";11078;1;2;824,5;1
"id_9011590771184";"12";12017;1;1;932,05;1
"id_9011590771191";"32";32011;1;3;523,8;1
"id_9011590771158";"41";41203;1;2;833,4;1
"id_9011590771157";"40";40002;1;1;596,1;1
"id_9011590771178";"39";39117;1;6;643,15;1
"id_9011590771117";"32";32161;1;1;875,8;1
"id_9011590771147";"11";11011;1;1;758,9;1
"id_9011590771124";"38";38003;1;3;765,9;1
"id_9011590771109";"45";45001;1;2;621,8;1
"id_9011590771107";"12";12058;1;1;959;1
"id_9011590771101";"13";13048;1;1;850,8;1
"id_9011590771163";"38";38174;1;3;728,8;1
"id_9014590771492";"36";36066;1;1;713,9;1
"id_9014590771458";"16";16095;1;1;805,7;1
"id_9014590771475";"41";41015;1;1;621,4;1
"id_9014590771425";"11";11030;1;2;819,5;1
"id_9014590771433";"45";45046;1;0;0;2
"id_9012590771288";"41";41077;1;3;585;2
"id_9012590771287";"55";55065;1;3;631,2;1
"id_9012590771284";"16";16068;1;2;625,4;1
"id_9012590771283";"26";26080;1;1;848;1
"id_9012590771276";"11";11524;1;1;841,2;1
"id_9012590771209";"11";11087;1;2;702,2;1
"id_9013590771399";"55";55039;1;2;626,9;1
"id_9013590771358";"40";40070;1;5;935,2;1
